AVHL ID,First Name,Last Name,Full Name,Current Team,Years Left,AAV,22-23 SA,22-23 SV,22-23 SV%,23-24 SA,23-24 SV,23-24 SV%,24-25 SA,24-25 SV,24-25 SV%,25-26 SA,25-26 SV,25-26 SV%,Total SA,Total SV,Career SV%,League,Team,Overall Rating,Birthdate,Jersey #,Position(s),Height (In),Height,Weight,Age,Glove,Draft Year,Draft Round,Draft Pick,Angles,Breakaway,Five Hole,Glove High,Glove Low,Stick High,Stick Low,Passing,Poise,Poke Check,Puck Playing Freq.,Rebound Control,Recover,Aggressiveness,Agility,Durability,Endurance,Speed,Vision
1772,Matt,Tomkins,Matt Tomkins,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Bakersfield Condors,76,06/19/1994,90,G,76,"6'4""",191,32,Left,2012,7,199,81,82,82,83,82,85,82,80,82,81,81,82,81,82,80,80,80,82,84
1773,Leevi,Meriläinen,Leevi Meriläinen,New Orleans Whalers,5,"$1,250,000",0,0,0.000,0,0,0.000,0,0,0.000,942,837,0.889,942,837,0.889,AHL,Belleville Senators,79,08/13/2002,35,G,74,"6'2""",196,24,Left,2020,3,71,85,82,84,85,83,85,83,82,88,81,80,83,83,85,82,81,81,83,84
1774,Mads,Søgaard,Mads Søgaard,North Dakota Bison,2,"$1,000,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Belleville Senators,75,12/13/2000,40,G,79,"6'7""",217,25,Left,2019,2,37,80,80,82,81,82,83,82,83,82,81,82,82,81,80,81,80,80,82,82
1775,Marcus,Hogberg,Marcus Hogberg,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Bridgeport Islanders,75,11/25/1994,35,G,77,"6'5""",234,31,Left,2013,3,78,83,80,81,81,82,82,82,80,85,81,79,81,80,86,80,81,81,80,83
1776,Ivan,Prosvetov,Ivan Prosvetov,UFA,,,0,0,0.000,63,56,0.889,0,0,0.000,0,0,0.000,63,56,0.889,AHL,Calgary Wranglers,72,03/05/1999,1,G,77,"6'5""",195,27,Left,2018,4,114,80,78,80,79,80,79,80,79,80,82,80,79,80,79,82,81,78,83,82
1777,Arsenii,Sergeev,Arsenii Sergeev,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Calgary Wranglers,70,12/16/2002,35,G,75,"6'3""",194,23,Left,2021,7,205,79,79,82,77,78,79,77,79,75,80,76,79,80,75,80,82,73,82,71
1778,Louis,Domingue,Louis Domingue,Denver Mountain Lions,1,"$1,000,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Charlotte Checkers,77,03/06/1992,70,G,75,"6'3""",209,34,Right,2010,5,138,82,82,81,81,83,81,83,80,75,80,80,82,82,83,85,85,85,85,84
1779,Kirill,Gerasimyuk,Kirill Gerasimyuk,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Charlotte Checkers,71,08/22/2003,20,G,74,"6'2""",179,23,Left,2021,5,152,80,79,79,75,80,76,80,80,70,80,80,79,80,80,84,80,80,84,80
1780,Cooper,Black,Cooper Black,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Charlotte Checkers,70,06/14/2001,31,G,80,"6'8""",240,25,Left,N/A,N/A,N/A,82,78,76,79,77,77,75,76,78,76,77,77,78,86,81,79,75,80,77
1781,Amir,Miftakhov,Amir Miftakhov,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Chicago Wolves,75,04/26/2000,35,G,73,"6'1""",181,26,Left,2020,6,186,81,82,80,78,80,78,81,78,70,81,78,82,83,82,86,80,84,86,84
1782,Cayden,Primeau,Cayden Primeau,UFA,,,0,0,0.000,2516,2286,0.909,81,74,0.914,0,0,0.000,2597,2360,0.909,AHL,Chicago Wolves,75,08/11/1999,30,G,75,"6'3""",205,27,Left,2017,7,199,81,79,81,81,82,83,82,81,80,84,80,81,80,82,80,81,81,82,82
1783,Ivan,Fedotov,Ivan Fedotov,New York Steamrollers,3,"$1,500,000",0,0,0.000,0,0,0.000,123,112,0.911,917,833,0.908,1040,945,0.909,AHL,Cleveland Monsters,80,11/28/1996,80,G,79,"6'7""",214,29,Left,2015,7,188,80,85,85,85,86,85,86,83,84,81,83,85,84,82,82,82,82,82,86
1784,Zach,Sawchenko,Zach Sawchenko,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Cleveland Monsters,74,12/30/1997,36,G,73,"6'1""",185,28,Left,N/A,N/A,N/A,81,81,81,78,81,77,82,80,70,80,80,81,81,81,84,83,83,84,81
1785,Niklas,Kokko,Niklas Kokko,Long Island Blizzard,3,"$1,500,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Coachella Valley Firebirds,75,03/14/2004,35,G,75,"6'3""",184,22,Left,2022,2,58,78,82,83,79,81,82,83,79,84,83,82,82,83,78,85,84,82,85,77
1786,Trent,Miner,Trent Miner,Jacksonville Blood Hounds,3,"$900,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Colorado Eagles,77,02/05/2001,50,G,73,"6'1""",185,25,Left,2019,7,202,82,82,82,82,82,84,82,80,80,82,80,82,84,80,86,84,80,85,80
1787,Sebastian,Cossa,Sebastian Cossa,Lincoln Lumberjacks,2,"$1,750,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Grand Rapids Griffins,74,11/21/2002,33,G,78,"6'6""",229,23,Left,2021,1,15,79,77,82,78,83,75,82,81,79,80,83,85,80,80,84,87,86,82,81
1788,Spencer,Martin,Spencer Martin,San Antonio Bandits,2,"$1,250,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Hartford Wolf Pack,79,06/08/1995,41,G,75,"6'3""",191,31,Left,2013,3,63,84,84,84,83,82,83,84,83,80,83,83,83,84,83,86,85,83,86,86
1789,Dylan,Garand,Dylan Garand,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Hartford Wolf Pack,74,06/07/2002,31,G,75,"6'3""",177,24,Left,2020,4,103,80,76,78,77,83,81,83,81,79,83,82,80,81,78,82,86,84,84,82
1790,Carl,Lindbom,Carl Lindbom,Indianapolis Ghosts,2,"$1,000,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Henderson Silver Knights,76,05/20/2003,30,G,73,"6'1""",186,23,Left,2021,7,222,81,82,81,79,81,80,82,83,75,84,80,84,84,80,84,85,81,84,79
1791,Jesper,Vikman,Jesper Vikman,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Hershey Bears,73,03/11/2002,30,G,76,"6'4""",205,24,Left,2020,5,125,81,80,81,77,82,78,82,80,70,80,80,80,81,81,84,80,80,84,81
1792,Clay,Stevenson,Clay Stevenson,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Hershey Bears,72,03/03/1999,31,G,76,"6'4""",195,27,Left,N/A,N/A,N/A,80,77,78,77,83,76,80,76,79,78,76,82,78,78,84,84,82,84,75
1793,Mitchell,Gibson,Mitchell Gibson,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Hershey Bears,71,06/25/1999,35,G,73,"6'1""",188,27,Left,2018,4,124,79,79,79,75,79,75,80,80,70,80,80,79,80,78,83,85,82,83,79
1794,Cal,Petersen,Cal Petersen,Arizona Heat,1,"$925,000",1592,1406,0.883,2516,2298,0.913,0,0,0.000,0,0,0.000,4108,3704,0.902,AHL,Iowa Wild,75,10/19/1994,40,G,74,"6'2""",185,31,Right,2013,5,129,81,80,82,82,82,83,82,80,82,80,80,81,80,83,80,80,80,81,83
1795,Samuel,Hlavaj,Samuel Hlavaj,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Iowa Wild,74,05/29/2001,31,G,76,"6'4""",218,25,Left,N/A,N/A,N/A,84,85,79,78,82,76,81,79,79,84,80,76,81,84,83,86,83,86,78
1796,Kaapo,Kähkönen,Kaapo Kähkönen,Raleigh Wildcats,4,"$1,500,000",10,7,0.700,2456,2276,0.927,28,24,0.857,942,846,0.898,3436,3153,0.918,AHL,Laval Rocket,80,08/16/1996,34,G,74,"6'2""",217,30,Left,2014,4,109,84,82,83,83,87,85,85,83,82,82,81,86,84,84,81,85,85,82,82
1797,Hunter,Shepard,Hunter Shepard,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Laval Rocket,72,11/07/1995,31,G,72,"6'0""",215,30,Left,N/A,N/A,N/A,78,82,78,78,83,78,81,75,78,76,75,76,78,77,86,86,84,86,75
1798,Aleksei,Kolosov,Aleksei Kolosov,Chicago Rockets,2,"$900,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Lehigh Valley Phantoms,77,01/04/2002,35,G,73,"6'1""",185,24,Left,2021,3,78,80,79,83,84,84,85,84,80,81,82,79,84,83,81,79,81,81,83,82
1799,Thomas,Milic,Thomas Milic,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Manitoba Moose,74,04/14/2003,32,G,72,"6'0""",175,23,Left,2023,5,151,80,80,82,79,81,78,82,83,70,80,83,80,83,80,85,85,80,85,80
1800,Domenic,DiVincentiis,Domenic DiVincentiis,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Manitoba Moose,70,03/04/2004,50,G,74,"6'2""",191,22,Left,2022,7,207,78,76,81,76,77,77,79,76,77,78,78,76,78,78,81,82,79,83,81
1801,Matt,Murray,Matt Murray,Seattle Dragons,1,"$900,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Milwaukee Admirals,77,02/02/1998,32,G,77,"6'5""",220,28,Left,N/A,N/A,N/A,81,80,83,81,85,84,84,81,82,81,80,81,82,83,81,83,83,83,83
1802,Magnus,Chrona,Magnus Chrona,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Milwaukee Admirals,71,08/28/2000,30,G,76,"6'4""",194,26,Left,2018,5,152,78,78,77,77,81,75,81,78,75,79,76,79,80,80,81,83,80,82,80
1803,Phoenix,Copley,Phoenix Copley,Portland Sea Lions,1,"$2,000,000",3,3,1.000,2586,2375,0.918,0,0,0.000,0,0,0.000,2589,2378,0.919,AHL,Ontario Reign,78,01/18/1992,29,G,76,"6'4""",205,34,Left,N/A,N/A,N/A,80,83,82,85,85,85,84,83,82,81,84,84,82,82,80,81,81,81,85
1804,Erik,Portillo,Erik Portillo,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Ontario Reign,75,09/03/2000,1,G,78,"6'6""",218,26,Left,2019,3,67,82,80,79,81,80,81,80,84,80,86,66,80,81,80,84,85,85,84,87
1805,Michael,DiPietro,Michael DiPietro,Florida Sunshine,3,"$3,000,000",0,0,0.000,76,69,0.908,0,0,0.000,0,0,0.000,76,69,0.908,AHL,Providence Bruins,78,06/09/1999,30,G,73,"6'1""",207,27,Left,2017,3,64,85,81,84,82,84,80,84,77,80,82,76,80,84,82,88,86,84,89,78
1806,Devon,Levi,Devon Levi,Washington Admirals,3,"$1,500,000",0,0,0.000,0,0,0.000,68,65,0.956,1027,930,0.906,1095,995,0.909,AHL,Rochester Americans,80,12/27/2001,27,G,72,"6'0""",192,24,Left,2020,7,212,86,83,84,86,85,87,85,80,83,82,80,85,83,81,81,81,81,83,83
1807,Olivier,Rodrigue,Olivier Rodrigue,Baltimore Oceanics,1,"$900,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Rockford IceHogs,77,07/06/2000,31,G,73,"6'1""",158,26,Left,2018,2,62,82,82,83,82,84,82,84,80,70,83,80,83,84,82,84,85,82,84,82
1808,Drew,Commesso,Drew Commesso,Columbus Cougars,1,"$900,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Rockford IceHogs,75,07/19/2002,33,G,74,"6'2""",180,24,Left,2020,2,46,82,78,83,77,84,81,80,79,76,81,80,82,82,81,84,86,84,85,80
1809,Vyacheslav,Buteyets,Vyacheslav Buteyets,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,San Diego Gulls,75,05/29/2002,32,G,76,"6'4""",220,24,Left,2022,6,178,83,83,82,79,82,80,82,80,75,83,80,78,81,80,82,85,85,80,84
1810,Laurent,Brossoit,Laurent Brossoit,Kansas City Metrostars,4,"$2,500,000",0,0,0.000,31,26,0.839,89,84,0.944,905,793,0.876,1025,903,0.881,AHL,San Jose Barracuda,82,03/23/1993,39,G,75,"6'3""",203,33,Left,2011,6,164,85,85,87,88,84,87,83,84,92,82,84,85,86,89,86,81,81,86,88
1811,Jakub,Skarek,Jakub Skarek,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,San Jose Barracuda,74,11/10/1999,31,G,76,"6'4""",206,26,Left,2018,3,72,80,81,80,80,80,80,81,80,70,80,80,79,80,82,85,84,83,83,82
1812,Gabriel,Carriere,Gabriel Carriere,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,San Jose Barracuda,71,11/05/2000,35,G,74,"6'2""",187,25,Left,N/A,N/A,N/A,76,80,81,76,80,79,78,81,82,77,80,78,79,78,83,80,77,82,82
1813,Georgi,Romanov,Georgi Romanov,Philadelphia Destroyers,2,"$900,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Springfield Thunderbirds,76,12/15/1999,30,G,77,"6'5""",207,26,Left,N/A,N/A,N/A,82,82,83,79,82,78,83,76,70,84,80,82,82,82,86,85,83,86,82
1814,Vadim,Zherenko,Vadim Zherenko,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Springfield Thunderbirds,72,03/15/2001,1,G,74,"6'2""",176,25,Left,2019,7,208,79,79,79,78,81,78,81,78,78,78,77,80,79,77,81,83,81,80,75
1815,Brandon,Halverson,Brandon Halverson,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Syracuse Crunch,74,03/29/1996,31,G,76,"6'4""",209,30,Left,2014,2,59,80,81,77,79,81,78,78,78,82,80,82,80,80,85,86,85,83,87,84
1816,Rémi,Poirier,Rémi Poirier,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Texas Stars,74,10/06/2001,1,G,74,"6'2""",206,24,Left,2020,6,185,79,80,82,80,81,78,81,79,78,83,80,79,82,79,85,83,81,83,77
1817,Artur,Akhtyamov,Artur Akhtyamov,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Toronto Marlies,72,10/31/2001,70,G,74,"6'2""",170,24,Left,2020,4,106,78,79,80,77,80,78,79,80,80,82,78,82,80,78,83,82,78,80,80
1818,Vyacheslav,Peksa,Vyacheslav Peksa,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Toronto Marlies,70,08/27/2002,50,G,75,"6'3""",181,24,Left,2021,6,185,78,76,79,76,79,76,79,80,70,80,80,78,75,79,85,85,80,85,78
1819,Matthew,Villalta,Matthew Villalta,New Orleans Whalers,1,"$1,000,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Tucson Roadrunners,79,06/03/1999,31,G,75,"6'3""",190,27,Left,2017,3,72,81,85,85,77,85,80,86,83,81,82,84,86,84,79,89,88,86,88,79
1820,Jaxson,Stauber,Jaxson Stauber,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Tucson Roadrunners,72,04/27/1999,30,G,75,"6'3""",174,27,Left,N/A,N/A,N/A,82,80,78,78,79,78,78,80,79,77,80,82,78,79,81,80,78,82,77
1821,Nico,Daws,Nico Daws,Atlanta Cobalts,2,"$975,000",26,26,1.000,0,0,0.000,168,145,0.863,0,0,0.000,194,171,0.881,AHL,Utica Comets,78,12/22/2000,50,G,76,"6'4""",205,25,Left,2020,3,84,83,80,85,85,84,87,84,83,83,82,86,83,82,83,81,80,80,83,85
1822,Joel,Blomqvist,Joel Blomqvist,Puerto Rico Toros,4,"$1,500,000",0,0,0.000,33,27,0.818,0,0,0.000,775,704,0.908,808,731,0.905,AHL,Wilkes-Barre/Scranton Penguins,80,01/10/2002,30,G,74,"6'2""",183,24,Left,2020,2,52,81,81,86,85,85,85,85,84,85,81,81,88,85,82,83,83,81,84,85
1823,Sergei,Murashov,Sergei Murashov,Indianapolis Ghosts,3,"$5,250,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,AHL,Wilkes-Barre/Scranton Penguins,78,04/01/2004,1,G,74,"6'2""",172,22,Right,2022,4,118,86,82,84,82,82,85,81,81,80,81,77,83,85,84,85,79,75,85,83
1824,Jackson,Parsons,Jackson Parsons,Oklahoma Twisters,1,"$900,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ECHL,Allen Americans,71,11/23/2004,35,G,73,"6'1""",202,21,Left,N/A,N/A,N/A,76,76,81,78,79,78,78,74,74,71,75,79,79,77,86,85,77,87,76
1825,Connor,Ungar,Connor Ungar,Brooklyn Bulldogs,1,"$1,300,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ECHL,Fort Wayne Komets,70,01/12/2002,32,G,72,"6'0""",205,24,Left,N/A,N/A,N/A,78,77,78,74,78,76,79,80,70,80,80,77,80,77,83,85,80,83,76
1826,Isaiah,Saville,Isaiah Saville,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ECHL,Greenville Swamp Rabbits,73,09/21/2000,32,G,73,"6'1""",207,25,Right,2019,5,135,80,80,80,78,80,77,80,83,70,79,80,80,80,80,84,82,82,84,80
1827,Isaac,Poulter,Isaac Poulter,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ECHL,Norfolk Admirals,71,09/12/2001,30,G,74,"6'2""",174,24,Left,N/A,N/A,N/A,79,76,77,77,81,78,80,78,81,81,78,76,79,81,80,84,81,81,83
1828,Jon,Gillies,Jon Gillies,UFA,,,0,0,0.000,66,59,0.894,0,0,0.000,0,0,0.000,66,59,0.894,ECHL,Orlando Solar Bears,75,01/22/1994,32,G,78,"6'6""",223,32,Left,2012,3,75,83,82,82,80,82,80,82,80,70,82,82,80,80,83,85,80,84,85,84
1829,Keith,Petruzzelli,Keith Petruzzelli,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ECHL,Reading Royals,73,02/09/1999,80,G,78,"6'6""",180,27,Left,N/A,N/A,N/A,79,81,80,77,80,77,81,80,70,80,80,81,80,80,84,85,83,84,81
1830,Yaniv,Perets,Yaniv Perets,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ECHL,Reading Royals,70,03/04/2000,1,G,73,"6'1""",181,26,Left,N/A,N/A,N/A,78,78,78,77,78,76,79,80,65,78,70,78,79,78,83,85,80,83,77
1831,Evan,Cormier,Evan Cormier,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ECHL,Savannah Ghost Pirates,72,11/06/1997,34,G,75,"6'3""",201,28,Left,2016,4,105,80,80,79,78,79,77,79,82,70,80,80,78,80,80,84,80,83,84,79
1832,Hunter,Jones,Hunter Jones,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ECHL,Trois-Rivieres Lions,72,09/21/2000,29,G,77,"6'5""",204,25,Left,2019,2,59,81,81,79,76,79,75,79,80,70,80,81,78,79,81,84,85,80,84,81
1833,Tomas,Suchanek,Tomas Suchanek,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ECHL,Tulsa Oilers,72,04/30/2003,1,G,73,"6'1""",180,23,Left,N/A,N/A,N/A,79,80,79,78,80,77,80,79,70,80,80,79,80,80,84,85,82,84,80
1834,Parker,Gahagen,Parker Gahagen,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ECHL,Worcester Railers HC,73,05/17/1993,35,G,74,"6'2""",194,33,Left,N/A,N/A,N/A,78,83,81,80,79,79,78,77,81,79,78,79,80,82,84,80,77,85,82
1835,Magnus,Hellberg,Magnus Hellberg,Nevada Archers,2,"$2,000,000",0,0,0.000,2656,2443,0.920,0,0,0.000,0,0,0.000,2656,2443,0.920,SHL,Djugården Hockey,77,04/04/1991,35,G,78,"6'6""",220,35,Left,2011,2,38,83,80,81,84,83,83,83,81,82,81,81,83,82,87,84,81,81,86,82
1836,Lassi,Lehtinen,Lassi Lehtinen,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,SHL,HV71,75,02/25/1999,30,G,72,"6'0""",176,27,Left,N/A,N/A,N/A,76,85,84,77,85,73,85,77,81,77,79,85,80,74,84,88,85,81,77
1837,Felix,Sandström,Felix Sandström,UFA,,,0,0,0.000,76,73,0.961,0,0,0.000,0,0,0.000,76,73,0.961,SHL,HV71,73,01/12/1997,32,G,74,"6'2""",211,29,Left,2015,3,70,78,79,80,80,81,81,81,81,80,81,80,80,78,82,81,80,80,82,85
1838,Filip,Larsson,Filip Larsson,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,SHL,Leksands IF,73,08/17/1998,31,G,74,"6'2""",194,28,Left,2016,6,167,78,83,80,79,77,79,82,77,82,79,77,78,81,82,86,81,78,87,81
1839,Matteus,Ward,Matteus Ward,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,SHL,Luleå Hockey,76,07/03/2001,31,G,73,"6'1""",172,25,Left,N/A,N/A,N/A,81,77,82,84,83,76,83,75,75,77,74,83,83,85,90,84,80,90,80
1840,Arvid,Holm,Arvid Holm,Memphis Cannons,1,"$900,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,SHL,Rögle BK,79,11/03/1998,75,G,77,"6'5""",190,27,Left,2017,6,167,85,83,83,82,83,86,85,77,80,85,79,81,85,81,86,87,83,84,85
1841,Linus,Söderström,Linus Söderström,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,SHL,Skellefteå AIK,75,08/23/1996,32,G,76,"6'4""",194,30,Left,2014,4,95,79,83,85,77,84,73,83,77,77,73,75,84,81,80,89,86,83,87,78
1842,Strauss,Mann,Strauss Mann,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,SHL,Skellefteå AIK,72,08/18/1998,1,G,72,"6'0""",174,28,Left,N/A,N/A,N/A,80,81,79,77,80,78,79,80,70,79,80,78,78,82,87,80,82,86,80
1843,Tim,Juel,Tim Juel,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,SHL,Timrå IK,74,08/05/1994,31,G,72,"6'0""",194,32,Left,N/A,N/A,N/A,77,78,84,85,82,78,81,78,78,76,77,82,81,77,87,83,77,85,81
1844,Ludvig,Persson,Ludvig Persson,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,SHL,Växjö Lakers,73,10/06/1999,32,G,73,"6'1""",183,26,Left,N/A,N/A,N/A,78,84,82,84,80,75,78,76,85,76,74,78,80,81,85,80,74,82,79
1845,Niko,Hovinen,Niko Hovinen,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,LIIGA,Helsingin IFK,72,03/16/1988,92,G,79,"6'7""",225,38,Left,2006,5,132,79,79,78,80,82,80,81,78,76,75,75,80,80,72,79,77,77,78,79
1846,Oskari,Salminen,Oskari Salminen,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,LIIGA,JYP Jyväskylä,74,09/22/1999,34,G,77,"6'5""",214,26,Left,N/A,N/A,N/A,80,80,82,79,81,79,82,80,70,81,82,80,81,80,84,85,82,84,80
1847,Petteri,Rimpinen,Petteri Rimpinen,Detroit Motors,2,"$900,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,LIIGA,Kiekko-Espoo,71,04/25/2006,30,G,72,"6'0""",176,20,Left,2025,5,152,80,78,80,78,80,78,81,72,75,74,80,80,80,74,82,80,75,82,75
1848,Jan,Bednar,Jan Bednar,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,LIIGA,Porin Ässät,71,08/26/2002,30,G,76,"6'4""",196,24,Left,2020,4,107,79,78,78,77,79,76,79,80,70,80,80,79,79,78,83,80,82,83,79
1849,Filip,Lindberg,Filip Lindberg,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,LIIGA,Porin Ässät,70,01/31/1999,39,G,73,"6'1""",188,27,Left,2019,7,197,78,78,79,76,78,77,78,82,70,81,82,77,78,80,84,80,80,84,80
1850,Antti,Raanta,Antti Raanta,Richmond Robbers,3,"$1,500,000",11,10,0.909,2587,2359,0.912,2516,2277,0.905,902,804,0.891,6016,5450,0.906,LIIGA,Rauman Lukko,80,05/12/1989,32,G,72,"6'0""",195,37,Left,N/A,N/A,N/A,85,85,85,83,85,83,85,83,80,82,83,85,85,85,85,75,83,85,85
1851,Dominik,Pavlát,Dominik Pavlát,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,LIIGA,Tampereen Ilves,70,11/11/1999,39,G,74,"6'2""",176,26,Left,N/A,N/A,N/A,77,78,78,79,79,78,79,76,78,76,76,77,78,76,80,76,78,81,79
1852,Juha,Metsola,Juha Metsola,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,LIIGA,Tappara Tampere,75,02/24/1989,77,G,69,"5'9""",150,37,Left,N/A,N/A,N/A,84,84,76,79,81,81,80,80,80,80,80,86,81,80,81,86,84,84,80
1853,Eetu,Mäkiniemi,Eetu Mäkiniemi,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,LIIGA,Turku TPS,75,04/19/1999,36,G,74,"6'2""",184,27,Left,2017,4,104,81,81,81,80,81,80,81,84,70,84,80,80,80,83,87,85,85,87,83
1854,Maximilian,Franzreb,Maximilian Franzreb,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,DEL,Adler Mannheim,71,08/18/1996,56,G,72,"6'0""",216,30,Left,N/A,N/A,N/A,80,78,79,78,77,77,80,80,74,78,79,80,80,77,78,80,80,79,75
1855,Michael,Garteig,Michael Garteig,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,DEL,Augsburger Panther,73,11/05/1991,34,G,73,"6'1""",190,34,Left,N/A,N/A,N/A,81,78,81,79,81,79,82,80,70,79,80,79,80,73,84,80,82,84,73
