Team Name,City/Location,Team Nickname,Play by Play Team Name,Abbreviation,Arena Name,Goalies Use Team Colors,Owner Spending Rating,Owner Success Rating,Owner Patience Rating,Federal Tax Rate,State Tax Rate,Team Prestige,Market Size,Local Fan Base,National Fan Base,Local Popularity,National Popularity,Concession Level,Club Seating Level,Team Store Level,Parking Lot Level,Team Color 1,Hex 1,Color 1,Team Color 2,Color 2,Team Color 3,Color 3,Primary Logo,L1 Section 1,L1 Section 2,L1 Section 3,L1 Section 4,L1 Section 5,L1 Section 6,L1 Section 7,L1 Section 8,L1 Section 9,L1 Section 10,L1 Section 11,L1 Section 12,L1 Section 13,Secondary Logo,L2 Section 1,L2 Section 2,L2 Section 3,L2 Section 4,L2 Section 5,L2 Section 6,L2 Section 7,L2 Section 8,L2 Section 9,L2 Section 10,L2 Section 11,L2 Section 12,L2 Section 13,L2 Section 14,L2 Section 15,Tertiary Logo,L3 Section 1,L3 Section 2,L3 Section 3,L3 Section 4,L3 Section 5,L3 Section 6,L3 Section 7,L3 Section 8,L3 Section 9,L3 Section 10,Helmet Color 1,Helmet Color 2,Helmet Color 3,Helmet Logo,Helmet Number,Helmet Shine,Glove 1,Glove 2,Glove 3,Glove 4,Glove 5,Glove 6,Glove 7,Glove 8,Glove 9,Glove 10,Glove 11,Glove 12,Glove Shine,Jersey Style,Jersey 1,Jersey 2,Jersey 3,Jersey 4,Jersey 5,Jersey 6,Jersey 7,Jersey 8,Jersey 9,Jersey 10,Jersey 11,Jersey 12,Jersey 13,Jersey 14,Jersey 15,Main Logo,Left Shoulder,Right Shoulder,Font Style,Font 1,Font 2,Font 3,Font 4,Font 5,Font 6,Font 7,Font 8,Font 9,Font 10,Font 11,Font 12,Pant Style,Pant 1,Pant 2,Pant 3,Pant 4,Pant 5,Left Pant Logo,Right Pant Logo,Sock Style,Sock 1,Sock 2,Sock 3,Sock 4,Helmet Color 1,Helmet Color 2,Helmet Color 3,Helmet Logo,Helmet Number,Helmet Shine,Glove 1,Glove 2,Glove 3,Glove 4,Glove 5,Glove 6,Glove 7,Glove 8,Glove 9,Glove 10,Glove 11,Glove 12,Glove Shine,Jersey Style,Jersey 1,Jersey 2,Jersey 3,Jersey 4,Jersey 5,Jersey 6,Jersey 7,Jersey 8,Jersey 9,Jersey 10,Jersey 11,Jersey 12,Jersey 13,Jersey 14,Jersey 15,Main Logo,Left Shoulder,Right Shoulder,Font Style,Font 1,Font 2,Font 3,Font 4,Font 5,Font 6,Font 7,Font 8,Font 9,Font 10,Font 11,Font 12,Pant Style,Pant 1,Pant 2,Pant 3,Pant 4,Pant 5,Left Pant Logo,Right Pant Logo,Sock Style,Sock 1,Sock 2,Sock 3,Sock 4,Helmet Color 1,Helmet Color 2,Helmet Color 3,Helmet Logo,Helmet Number,Helmet Shine,Glove 1,Glove 2,Glove 3,Glove 4,Glove 5,Glove 6,Glove 7,Glove 8,Glove 9,Glove 10,Glove 11,Glove 12,Glove Shine,Jersey Style,Jersey 1,Jersey 2,Jersey 3,Jersey 4,Jersey 5,Jersey 6,Jersey 7,Jersey 8,Jersey 9,Jersey 10,Jersey 11,Jersey 12,Jersey 13,Jersey 14,Jersey 15,Main Logo,Left Shoulder,Right Shoulder,Font Style,Font 1,Font 2,Font 3,Font 4,Font 5,Font 6,Font 7,Font 8,Font 9,Font 10,Font 11,Font 12,Pant Style,Pant 1,Pant 2,Pant 3,Pant 4,Pant 5,Left Pant Logo,Right Pant Logo,Sock Style,Sock 1,Sock 2,Sock 3,Sock 4,Arena #,Wall 1,Wall 2,Wall 3,Tunnel 1,Tunnel 2,Tunnel 3,Roof,Stair 1,Stair 2,Railing,Goal Post,Seat Pattern,Seats 1,Seats 2,Seats 3,Seats 4,Seats 5,Seats 6,Boards/Glass,Stanchion Color,Scoreboard,Scoreboard 1,Scoreboard 2,Scoreboard 3,Netting Color,Center Ice Line,Center Ice Logo,Center Ice Layout,Goalie Spotlight,Skater Spotlight,Skater Spotlight Color,Goal Stanchion Effects,GSE Color 1,GSE Color 2,Signature Effects,Signature Effects Color,Hat Trick,Goal Light,Intro Stanchion Effect,ISE Color 1,ISE Color 2,Intro Effect Type,Intro Effect Type Color,On Ice Projections,Glow Stick Color,National Anthems,Prop,Powerplay Pres.,Win Presentation,Rink Announcer,Goal Horn,Goal Song,Powerplay Song,Win Song,Mascot Name,Mascot #,Show Mascot,Mascot Head,Head 1,Head 2,Head 3,Head 4,Head 5,Head 6,Head 7,Head 8,Head 9,Head 10,Head 11,Head 12,Mascot Body,Body 1,Body 2,Body 3,Body 4,Body 5,Body 6,Original Team Creator
Lumberjacks,Lincoln,Lumberjacks,Lumberjacks,LIN,Deer Park Center,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(195,94,2)",#C35E02,Orange,"(26,26,26)",Black,"(232,232,232)",White,14,1,2,3,3,2,3,1,3,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,2,Primary,Yes,N/A,1,1,2,2,1,2,3,1,1,1,1,1,N/A,13,1,2,1,2,1,2,2,1,2,2,2,N/A,N/A,N/A,N/A,Primary,N/A,N/A,3,2,3,2,2,1,1,2,3,N/A,N/A,N/A,N/A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,5,1,2,2,3,3,3,2,Primary,Yes,N/A,3,1,2,1,3,1,3,3,3,3,1,2,N/A,13,3,1,3,2,3,2,1,3,3,3,3,N/A,N/A,N/A,N/A,Primary,N/A,N/A,3,1,2,1,2,3,2,1,2,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,5,3,1,2,2,2,2,1,Primary,Yes,N/A,2,1,2,1,2,2,1,2,2,3,3,3,N/A,13,2,2,1,1,2,1,1,2,1,1,2,N/A,N/A,N/A,N/A,Primary,N/A,N/A,3,1,2,1,2,2,1,2,1,N/A,N/A,N/A,N/A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,5,2,2,1,1,2,1,1,1,1,2,3,2,1,1,3,1,1,1,3,2,1,3,2,LED,1,2,1,2,3,Black,66,Primary,1,N/A,5,1,1,1,N/A,Scoreboard Fire 3,1,Hats,Bar,1,1,N/A,Scoreboard Fire 3,1,Geo Warp,1,USA,13,2,Limbo,On,"Bass (Fog Horn 2), 2 Blasts (MsLs)",Hard Rock - Rev Er Up,Dubstep - Pixel,Punk Rock - The Party Scene,Timber,98,Yes,14,1,2,3,1,3,1,2,2,3,N/A,N/A,N/A,1,1,2,2,2,1,2,Ryan
Blizzard,Long Island,Blizzard,Blizzards,LI,Microsoft Ice Palace,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(30,183,213)",#1EB7D5,Light Blue,"(232,232,232)",White,"(24,26,233)",Blue,61,3,1,3,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,3,3,N/A,Yes,N/A,1,3,2,1,1,3,2,1,1,1,1,1,N/A,73,1,2,1,3,3,3,2,3,3,3,3,3,1,3,N/A,Primary,N/A,N/A,36,2,3,3,3,2,3,2,N/A,N/A,N/A,N/A,N/A,16,1,2,3,N/A,N/A,N/A,N/A,14,1,3,2,1,2,1,3,Primary,Yes,N/A,2,1,3,3,2,1,3,2,2,2,2,2,N/A,73,2,1,2,2,3,1,3,1,2,1,1,1,2,3,N/A,Primary,N/A,N/A,36,3,1,3,3,1,3,1,N/A,N/A,N/A,N/A,N/A,16,2,3,1,N/A,N/A,N/A,N/A,14,2,1,3,2,3,1,1,N/A,Yes,N/A,3,1,2,1,3,3,1,3,3,3,3,3,N/A,73,3,1,3,3,2,2,3,1,3,3,1,1,3,1,N/A,Primary,N/A,N/A,36,1,2,2,1,2,1,2,N/A,N/A,N/A,N/A,N/A,16,3,2,1,N/A,N/A,N/A,N/A,14,3,1,2,3,5,1,3,1,1,2,3,1,1,1,2,1,3,1,3,2,1,3,3,LED,1,10,1,2,3,White,66,Primary,6,N/A,7,1,3,1,2,Goal Light Smoke,1,Hats,Box,5,1,N/A,Scoreboard Smoke 1,1,Frost,1,USA,14,2,Team Salute,On,Preset Horn (Timpani Roll),Hard Rock - Public Enemies,Dubstep - Pixel,Electronic - One Shot,Snowball,28,Yes,5,1,2,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,2,1,3,N/A,N/A,Chris
Cannons,Memphis,Cannons,Canadiens,MEM,Nationwide Garden,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(26,26,26)",#1A1A1A,Black,"(241,16,16)",Red,"(232,232,232)",White,118,1,1,2,2,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,167,1,1,2,2,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,2,Primary,Yes,N/A,1,3,2,1,1,1,2,1,1,1,1,1,N/A,30,1,1,1,2,1,2,2,3,2,1,2,1,2,3,N/A,Primary,N/A,N/A,30,2,3,3,2,3,2,3,N/A,N/A,N/A,N/A,N/A,8,1,2,3,N/A,N/A,Secondary,Secondary,11,1,2,3,N/A,3,2,1,Primary,Yes,N/A,3,1,2,1,3,1,2,1,1,3,1,2,N/A,30,3,2,3,1,3,1,3,1,2,3,1,2,3,1,N/A,Primary,N/A,N/A,30,1,1,1,2,1,1,1,N/A,N/A,N/A,N/A,N/A,8,3,1,2,N/A,N/A,Secondary,Secondary,11,3,1,2,N/A,2,1,1,Primary,Yes,N/A,2,1,2,1,2,1,2,2,2,2,1,2,N/A,30,2,2,2,1,2,1,1,1,2,1,2,1,2,1,N/A,Secondary,Primary,Primary,30,1,1,1,1,1,1,1,N/A,N/A,N/A,N/A,N/A,8,2,2,1,N/A,N/A,Primary,Primary,11,2,1,2,N/A,8,1,1,1,1,2,3,1,2,2,1,2,2,1,3,2,2,3,1,LED,2,10,1,2,3,Black,66,Primary,6,N/A,3,2,1,2,N/A,Scoreboard Fire 3,1,Hats,Bar,1,2,N/A,Scoreboard Fire 3,2,8Bit Game,2,USA,14,2,Board Smash,On,"Mid (Air Horn 2), 3 Blasts (MsSsL)",Hip Hop - Brooklyn Fighter,Dubstep - Pixel,Rock - Won't Back Down,Trooper,19,Yes,5,1,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,2,2,3,1,2,Ryan
Miners,Montana,Miners,Misfits,MON,Food Lion Arena,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(241,188,16)",#F1BC10,Gold,"(26,26,26)",Black,"(232,232,232)",White,52,1,2,3,2,3,3,1,1,N/A,N/A,N/A,N/A,N/A,"Handscript Font, Plain Text - M",1,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,2,N/A,Yes,N/A,1,3,2,2,1,2,3,1,1,1,1,1,N/A,72,1,2,1,1,3,1,1,2,2,1,2,N/A,N/A,N/A,N/A,Primary,N/A,N/A,38,2,3,2,1,3,2,3,N/A,N/A,N/A,N/A,N/A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,26,1,2,N/A,N/A,3,3,2,N/A,Yes,N/A,3,1,2,2,3,1,2,3,3,3,3,3,N/A,72,3,1,3,2,2,3,3,3,3,1,2,N/A,N/A,N/A,N/A,Primary,N/A,N/A,38,2,1,2,3,2,2,1,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,26,3,1,N/A,N/A,2,1,3,N/A,Yes,N/A,2,3,1,1,2,2,1,2,2,2,2,2,N/A,72,2,2,1,1,3,2,1,2,2,2,3,N/A,N/A,N/A,N/A,Secondary,Primary,Primary,38,1,3,1,1,3,1,3,N/A,N/A,N/A,N/A,N/A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,26,2,1,N/A,N/A,8,1,1,1,1,2,3,1,1,1,2,1,1,1,2,1,1,3,2,LED,1,4,1,2,3,Black,66,Primary,1,N/A,3,1,1,1,N/A,Scoreboard Fire 3,1,Hats,Bar,1,1,N/A,Scoreboard Fire 3,1,Interdimensional,1,USA,14,2,Limbo,On,"Treble (Truck 1), 2 Blasts (LsLs)",Hard Rock - Heist,Dubstep - Pixel,Pop - In The Clouds,Golden,22,Yes,14,1,2,3,1,3,3,2,3,2,N/A,N/A,N/A,1,1,2,2,1,1,2,Ryan
Archers,Nevada,Archers,Armada,NVD,Supercell Superdome,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(127,16,241)",#7F10F1,Purple,"(255,242,0)",Yellow,"(232,232,232)",White,"Modern Font - Arrow Background, A",2,1,2,1,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Modern Font, Plain Text - A",1,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Modern Font - Arrow Background, A",1,2,1,2,1,1,N/A,N/A,N/A,N/A,1,2,3,Secondary,Yes,N/A,1,1,2,1,1,1,3,1,1,1,1,1,N/A,89,1,1,1,2,3,2,2,1,1,3,N/A,N/A,N/A,N/A,N/A,Primary,N/A,N/A,5,2,2,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,18,1,2,3,N/A,3,3,1,Primary,Yes,N/A,3,1,2,1,3,1,3,1,1,1,1,3,N/A,89,3,1,3,2,2,1,2,1,2,2,N/A,N/A,N/A,N/A,N/A,Secondary,N/A,N/A,5,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,18,3,1,2,N/A,1,1,2,Primary,Yes,N/A,1,1,2,2,2,1,2,1,1,2,1,1,N/A,89,2,1,2,2,1,2,1,2,1,1,N/A,N/A,N/A,N/A,N/A,Tertiary,N/A,N/A,5,1,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,18,2,1,2,N/A,9,1,2,1,1,2,3,1,1,1,1,1,4,1,2,1,1,1,2,LED,1,1,1,2,3,Black,66,Primary,1,N/A,2,2,3,1,2,Scoreboard Fire 1,1,Hats,Vertical LED,4,1,2,Scoreboard Fire 1,1,Synthwave,1,USA,15,2,Tunnel Of Celly,On,Preset Horn (Nightingale),Electronic - Money Shot,Dubstep - Pixel,Miscellaneous - Frente A Frente,Archie,77,Yes,6,1,2,3,1,2,3,N/A,N/A,N/A,N/A,N/A,N/A,1,1,2,2,1,1,2,Chris
Whalers,New Orleans,Whalers,Whalers,NO,Heinz Fortress,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(33,30,213)",#211ED5,Blue,"(232,232,232)",White,"(26,26,26)",Black,69,1,3,3,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,2,N/A,Yes,N/A,1,2,3,2,1,3,2,1,1,1,2,3,N/A,20,1,2,1,1,3,3,2,3,1,1,1,1,2,N/A,N/A,Primary,N/A,N/A,18,2,3,2,2,3,2,3,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,8,1,2,3,N/A,2,2,1,Primary,Yes,N/A,2,2,2,2,3,1,2,2,2,2,1,3,N/A,20,2,1,2,2,2,1,2,3,3,2,2,2,3,N/A,N/A,Primary,N/A,N/A,18,1,3,3,1,3,1,3,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,8,2,1,3,N/A,3,1,2,N/A,Yes,N/A,3,1,2,1,3,1,2,3,3,3,3,3,N/A,20,3,3,3,2,3,1,2,1,3,2,1,3,1,N/A,N/A,Primary,N/A,N/A,18,2,1,2,2,1,2,1,N/A,N/A,N/A,N/A,N/A,1,3,N/A,N/A,N/A,N/A,N/A,N/A,8,3,1,2,N/A,5,1,2,1,1,2,3,1,1,1,2,1,5,1,3,1,2,3,2,LED,1,6,1,2,3,Black,66,Primary,6,N/A,5,2,3,1,2,Goal Light Smoke,1,Fish,Vertical LED,1,1,N/A,Scoreboard Smoke 1,1,Tidal Effect,1,USA,10,3,Bowling,On,"Bass (Boat Horn 6), 2 Blasts (LlLs), Flare (Whale Call)",Hard Rock - Rupture,Dubstep - Pixel,Punk Rock - The Moon,Splash,93,Yes,8,1,2,3,1,1,3,2,N/A,N/A,N/A,N/A,N/A,1,1,2,3,2,1,2,Ryan
Steamrollers,New York,Steamrollers,Steamboats,NY,Pepsi Center,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(49,49,49)",#313131,Gray,"(237,28,36)",Red,"(232,232,232)",White,161,2,Black,Black,2,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,3,N/A,Yes,N/A,1,3,2,2,1,2,3,1,1,1,1,1,N/A,40,1,1,2,2,3,1,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,Primary,N/A,N/A,1,2,3,3,2,3,2,3,N/A,N/A,N/A,N/A,N/A,6,1,2,3,N/A,N/A,N/A,N/A,31,1,2,3,N/A,3,1,2,N/A,Yes,N/A,3,2,1,2,3,3,1,3,3,3,3,3,N/A,40,3,1,3,3,2,3,3,3,1,N/A,N/A,N/A,N/A,N/A,N/A,Primary,N/A,N/A,1,2,1,1,3,2,1,2,N/A,N/A,N/A,N/A,N/A,6,3,1,2,N/A,N/A,N/A,N/A,31,3,1,2,N/A,2,1,3,N/A,Yes,N/A,2,1,3,3,2,1,3,2,2,2,1,3,N/A,40,2,2,1,1,3,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Primary,N/A,N/A,1,3,1,3,1,3,3,1,N/A,N/A,N/A,N/A,N/A,6,2,1,3,N/A,N/A,N/A,N/A,31,2,1,3,N/A,1,1,2,1,1,2,3,2,2,2,3,2,2,1,2,1,2,1,3,LED,2,8,2,1,3,Black,66,Primary,6,N/A,7,2,1,2,N/A,Scoreboard Smoke 1,2,Hats,Classic,1,2,N/A,Goal Light Smoke,2,Geo Warp,2,USA,13,1,Team Salute,On,"Bass (Train Horn 1) + Treble (Boat Horn 6), 3 Blasts (SsSsL), Flare (Choo Choo Train)",Country - Calamity Jane,Dubstep - Pixel,Electronic - Got That Feeling,Roller,24,Yes,14,1,2,3,3,3,1,2,1,2,N/A,N/A,N/A,1,1,2,2,3,1,2,Chris
Bison,North Dakota,Bison,Bisons,ND,Weather Tech Arena,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(0,114,54)",#007236,Green,"(118,118,118)",Gray,"(232,232,232)",White,12,1,2,2,1,3,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,Black,3,N/A,Yes,N/A,1,1,2,1,1,1,3,1,1,1,1,1,N/A,76,1,2,1,1,Black,2,Black,2,2,Black,Black,2,Black,N/A,N/A,Primary,N/A,N/A,8,2,Black,2,2,Black,2,Black,N/A,N/A,N/A,N/A,N/A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,23,1,Black,2,N/A,3,1,2,N/A,Yes,N/A,3,1,2,1,1,2,3,3,3,3,3,3,N/A,76,3,1,3,3,2,2,1,1,2,1,1,2,1,N/A,N/A,Primary,N/A,N/A,8,1,2,2,1,2,1,1,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,23,3,1,2,N/A,N/A,N/A,N/A,N/A,Yes,Dark Green,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dark Green,64,2,2,2,1,1,1,2,2,2,N/A,N/A,N/A,N/A,N/A,N/A,Primary,N/A,N/A,21,1,3,Black,1,Black,3,1,3,Black,Black,Black,Black,1,1,N/A,N/A,N/A,N/A,N/A,N/A,13,2,1,N/A,N/A,1,1,2,1,1,2,3,1,1,1,2,1,1,1,3,2,1,3,2,LED,1,2,1,2,3,Black,66,Primary,6,N/A,6,1,1,1,N/A,Scoreboard Fire 3,1,Hats,Bar,1,1,N/A,Scoreboard Fire 3,1,Game Time,1,USA,15,2,Ride 'Em,On,"Bass (Boat Horn 2), 2 Blasts (MsLs)",Dubstep - Agitator,Dubstep - Pixel,Electronic - City Nights,Grazer,20,Yes,2,1,2,1,1,1,3,2,3,2,3,2,3,9,1,2,1,1,1,N/A,Ben
Twisters,Oklahoma,Twisters,Twisters,OKL,Burger King Arena,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(77,45,36)",#4D2D24,Brown,"(232,232,232)",White,"(26,26,26)",Black,"ECHL, Cincinnati Cyclones",1,3,2,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,3,2,N/A,Yes,N/A,1,3,2,2,1,3,2,1,1,1,1,1,N/A,6,1,3,1,2,1,3,2,3,3,3,3,3,2,N/A,N/A,Primary,N/A,N/A,29,2,3,3,2,2,1,1,2,3,3,N/A,N/A,1,3,N/A,N/A,N/A,N/A,N/A,N/A,25,1,3,2,N/A,2,2,1,N/A,Yes,N/A,2,1,3,1,3,1,2,2,2,2,2,2,N/A,6,2,1,2,2,2,1,3,2,1,2,2,2,1,N/A,N/A,Primary,N/A,N/A,29,1,2,3,1,2,3,3,1,2,3,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,25,2,1,3,N/A,3,3,2,N/A,Yes,N/A,3,3,1,2,3,1,2,N/A,N/A,N/A,N/A,N/A,N/A,6,3,3,3,2,3,1,1,2,1,3,3,1,2,N/A,N/A,Primary,N/A,N/A,29,2,1,1,2,2,1,1,2,1,1,N/A,N/A,1,3,N/A,N/A,N/A,N/A,N/A,N/A,25,3,2,1,N/A,8,1,1,1,1,2,3,1,1,1,2,1,2,1,2,3,1,1,1,LED,1,8,1,2,3,Black,66,Primary,6,N/A,5,2,2,2,N/A,Scoreboard Smoke 1,1,Hats,Box,1,2,N/A,Scoreboard Smoke 1,1,Firestorm,1,USA,5,3,Chain Reaction,On,"Treble (Boat Horn 4), 3 Blasts (MsSsL), Flare (Tribal Drums 1)",Hard Rock - Take To The Stage,Dubstep - Pixel,Miscellaneous - Welcome To Salerno,Tornado,45,Yes,7,1,3,3,1,1,3,2,2,3,N/A,N/A,N/A,4,1,3,1,3,N/A,N/A,Chris
Destroyers,Philadelphia,Destroyers,Delusion,PHI,Patient First Stadium,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(121,0,0)",#790000,Red,"(195,94,2)",Orange,"(232,232,232)",White,46,1,Black,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46,1,Black,Black,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,3,Primary,Yes,N/A,1,3,2,2,1,2,3,1,1,1,1,1,N/A,51,1,2,1,1,3,3,2,1,2,2,1,N/A,N/A,N/A,N/A,Primary,N/A,N/A,31,3,2,3,3,2,3,2,N/A,N/A,N/A,N/A,N/A,7,1,2,N/A,N/A,N/A,N/A,N/A,32,1,2,2,3,3,3,1,N/A,Yes,N/A,3,1,2,1,3,1,2,3,3,3,1,2,N/A,51,3,1,1,3,2,2,3,3,2,1,3,N/A,N/A,N/A,N/A,Primary,N/A,N/A,31,1,2,1,3,2,1,2,N/A,N/A,N/A,N/A,N/A,7,1,3,N/A,N/A,N/A,N/A,N/A,32,3,1,3,2,2,1,Black,N/A,Yes,N/A,2,Black,1,1,2,1,Black,2,2,2,Black,1,N/A,51,2,2,2,1,1,1,2,2,1,1,2,N/A,N/A,N/A,N/A,Secondary,N/A,N/A,31,1,Black,1,1,Black,1,Black,N/A,N/A,N/A,N/A,N/A,7,2,1,N/A,N/A,N/A,N/A,N/A,32,2,1,2,1,4,1,2,3,1,2,3,1,1,1,2,1,2,1,2,1,1,3,2,LED,1,2,1,2,3,Black,66,Primary,6,N/A,6,1,5,1,N/A,Scoreboard Smoke 1,1,Hats,Vertical LED,1,1,N/A,Lightning Coil,1,Firestorm,1,USA,9,4,Chain Reaction,On,"Mid (Boat Horn 8) + Treble (Firetruck 2), 2 Blasts (MlLs), Flare (Alarm 3)",Punk Rock - Supersoaker Summer,Dubstep - Pixel,Blues Jazz - Feelgood Frankie,Benno,30,Yes,20,1,2,1,2,2,3,2,N/A,N/A,N/A,N/A,N/A,1,1,2,3,1,1,2,Chris
